Entity,Label
tachycardia,DISEASE
vascular congestion bibasilar atelectasis,DISEASE
edema,DISEASE
cardiomegaly,DISEASE
atelectasis,DISEASE
pneumonia,DISEASE
atrial septal defect,DISEASE
ventricular septal defect Right ventricular chamber size free wall motion normal ascending aorta mildly dilated aortic valve leaflets mildly thickened aortic stenosis,DISEASE
aortic regurgitation,DISEASE
mitral valve leaflets mildly thickened,DISEASE
mitral valve prolapse,DISEASE
mitral regurgitation,DISEASE
pulmonary artery systolic hypertension,DISEASE
pericardial effusion,DISEASE
Pulmonary edema,DISEASE
middle lobe atelectasis,DISEASE
bronchogram,DISEASE
pneumonia,DISEASE
pulmonary edema Bibasilar,DISEASE
heterogeneous opacification,DISEASE
edema,DISEASE
atelectasis,DISEASE
pleural effusion,DISEASE
Glucose,CHEMICAL
hypotension sepsis,DISEASE
ureteral stone,DISEASE
urosepsis,DISEASE
Urosepsis,DISEASE
cipro,CHEMICAL
Pain,DISEASE
oxycodone,CHEMICAL
tylenol zofran nausea,CHEMICAL
cipro,CHEMICAL
Kidney Injury,DISEASE
creatinine,CHEMICAL
Lisinopril,CHEMICAL
hypotension sepsis,DISEASE
Ibuprofen,CHEMICAL
pulmonary edema,DISEASE
heart failure,DISEASE
hypervolemia,DISEASE
lasix,CHEMICAL
myocardial infarction,DISEASE
trops,CHEMICAL
ischemia,DISEASE
sepsis,DISEASE
chest pain,DISEASE
Hypertension,DISEASE
hypotensive,DISEASE
pressors,CHEMICAL
diltiazem,CHEMICAL
lisinopril,CHEMICAL
sepsis,DISEASE
weight loss orthostatic bolused,DISEASE
lightheadedness,DISEASE
Zafirlukast,CHEMICAL
Neuropathy,DISEASE
lower neuropathy diabetes,DISEASE
Neurontin,CHEMICAL
renal dysfunction,DISEASE
Ciprofloxacin,CHEMICAL
STitle stone,DISEASE
Diltiazem,CHEMICAL
Lisinopril,CHEMICAL
Zafirlukast,CHEMICAL
Ibuprofen Beclomethasone dipropionate,CHEMICAL
gabapentin,CHEMICAL
zafirlukast,CHEMICAL
beclomethasone dipropionate,CHEMICAL
ciprofloxacin,CHEMICAL
diltiazem,CHEMICAL
Disposition,CHEMICAL
Urosepsis,DISEASE
urosepsis hypotension stone,DISEASE
Ciprofloxacin,CHEMICAL
Lisinopril,CHEMICAL
Diltiazem,CHEMICAL
lisinopril,CHEMICAL
Ibuprofen,CHEMICAL
oxycodone,CHEMICAL
pain,DISEASE
docusate senna,CHEMICAL
oxycodone,CHEMICAL
constipation,DISEASE
Indocin,CHEMICAL
chest pain,DISEASE
chest pain,DISEASE
nausea GERD,DISEASE
integrilin heparin,CHEMICAL
plavix,CHEMICAL
Referred,DISEASE
apnea,DISEASE
CPAP depression,DISEASE
tremor,DISEASE
gastritis GERD,DISEASE
Glucose,CHEMICAL
Coronary artery disease,DISEASE
ischemia NSTEMI,DISEASE
chest pain,DISEASE
vessel coronary artery disease LMCA disease Acute myocardial infarction,DISEASE
vessel disease,DISEASE
LMCA stenosis,DISEASE
aneurysmal lesion,DISEASE
thrombotic,DISEASE
stenosis,DISEASE
Lidocaine,CHEMICAL
Lidocaine,CHEMICAL
Heparin,CHEMICAL
Heparin,CHEMICAL
ALLEGIANCE,CHEMICAL
chest pain,DISEASE
cardiomegaly,DISEASE
atelectasis,DISEASE
pleural effusion,DISEASE
pleural effusion,DISEASE
Pulm Vein Left Atrium Peak Pulm Vein Left Atrium Peak Pulm Vein Left Ventricle Septal Wall Thickness,DISEASE
Aortic Valve LVOT diam Mitral,DISEASE
systolic dysfunction,DISEASE
depressed,DISEASE
depressed,DISEASE
valvular regurgitation,DISEASE
calcifications,DISEASE
atheroma,DISEASE
atheroma,DISEASE
pericardial effusion,DISEASE
patent foramen ovale,DISEASE
left ventricular systolic dysfunction,DISEASE
inferior lateral inferolateral hypokinesis Overall left ventricular systolic function,DISEASE
depressed,DISEASE
left ventricular systolic function,DISEASE
depressed,DISEASE
valvular regurgitation Right ventricular chamber size normal There modertate focal hypokinesis apical free wall right ventricle ascending aorta mildly dilated,DISEASE
atheroma,DISEASE
arch descending thoracic aorta,DISEASE
aortic valve stenosis Trace aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
pericardial effusion,DISEASE
phenylephrine epinephrine,CHEMICAL
epinephrine phenylephrine,CHEMICAL
epinephrine,CHEMICAL
topamax,CHEMICAL
zantac,CHEMICAL
Trazodone,CHEMICAL
Docusate Sodium,CHEMICAL
Aspirin,CHEMICAL
Atorvastatin,CHEMICAL
Topiramate,CHEMICAL
Clonazepam,CHEMICAL
Ascorbic Acid,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
pain,DISEASE
Metoprolol Tartrate,CHEMICAL
Provigil,CHEMICAL
Zantac,CHEMICAL
Furosemide,CHEMICAL
Potassium Chloride,CHEMICAL
Disposition,CHEMICAL
Coronary artery disease Acute,DISEASE
Coronary Syndrome,DISEASE
Hypertension Depression,DISEASE
Tremor Gastritis Gastric esophageal reflux disease,DISEASE
powders lotions creams,CHEMICAL
Oxaliplatin,CHEMICAL
smoke,CHEMICAL
alcohol,CHEMICAL
colon cancer,DISEASE
dysmetria,DISEASE
Glucose,CHEMICAL
edema,DISEASE
edema,DISEASE
edema,DISEASE
edema,DISEASE
hyperintensity,DISEASE
edema,DISEASE
hemorrhage,DISEASE
edema,DISEASE
edema,DISEASE
lethargy,DISEASE
right sided weakness show increase ventricular size subtotal resection,DISEASE
tumor,DISEASE
Decadron,CHEMICAL
Sodium,CHEMICAL
Hydromorphone,CHEMICAL
Phenytoin Sodium,CHEMICAL
Pantoprazole,CHEMICAL
Dexamethasone,CHEMICAL
Acetaminophen,CHEMICAL
Pain,DISEASE
Disposition,CHEMICAL
infection,DISEASE
pain,DISEASE
pain,DISEASE
constipation,DISEASE
pain,DISEASE
Motrin Aspirin,CHEMICAL
Dilantin Phenytoin,CHEMICAL
seizure,DISEASE
steroid,CHEMICAL
Prilosec Protonix Pepcid,CHEMICAL
steroid,CHEMICAL
tremors seizures,DISEASE
confusion,DISEASE
status numbness tingling weakness,DISEASE
headache,DISEASE
pain,DISEASE
infection,DISEASE
redness,DISEASE
swelling,DISEASE
tenderness,DISEASE
Fever,DISEASE
Penicillins,CHEMICAL
Chest Pain,DISEASE
Illness tobacco abuse pulmonary embolism neurofibromatosis alcohol abuse,DISEASE
STEMI,CHEMICAL
chest pain,DISEASE
nausea diaphoresis,DISEASE
pain,DISEASE
heparin,CHEMICAL
Reopro,CHEMICAL
Plavix,CHEMICAL
acute bleed,DISEASE
dopamine,CHEMICAL
Heparin,CHEMICAL
hematemesis,DISEASE
nausea vomiting,DISEASE
claudication,DISEASE
Hypertension,DISEASE
Pulmonary embolism Malignant nerve sheath tumor,DISEASE
Hypothyroidism Pneumonia Hypercalcemia Alcoholism Schizoaffective disorder,DISEASE
Alcohol,CHEMICAL
Neurofibromatosis,DISEASE
death,DISEASE
neurofibromas,DISEASE
CTAB wheezes rales rhonchi Abdomen Active bowel,CHEMICAL
clubbing cyanosis edema,DISEASE
cocaine,CHEMICAL
INTUBA,CHEMICAL
CREAT,CHEMICAL
Sinus rhythm Ventricular ectopy,DISEASE
ventricular couplets,DISEASE
anterior myocardial infarction,DISEASE
multi vessel disease,DISEASE
femoral disease,DISEASE
dopamine,CHEMICAL
dopamine,CHEMICAL
left ventricular systolic dysfunction,DISEASE
thrombi,DISEASE
aortic regurgitation,DISEASE
aortic valve stenosis mitral valve,DISEASE
mitral regurgitation left ventricular inflow pattern,DISEASE
pericardial effusion,DISEASE
tamponade,DISEASE
hypothyroidism,DISEASE
STEMI,CHEMICAL
hypotension,DISEASE
hypotensive,DISEASE
dopamine,CHEMICAL
levophed,CHEMICAL
hypotension,DISEASE
uptitration pressors,CHEMICAL
sepsis,DISEASE
febrile,DISEASE
cortisol,CHEMICAL
dopamine,CHEMICAL
hypertensive,DISEASE
carvedilol lisinopril,CHEMICAL
hypotension,DISEASE
hypotension,DISEASE
STEMI,CHEMICAL
shock,DISEASE
potassium,CHEMICAL
respiratory alkalosis,DISEASE
metabolic acidemia,DISEASE
cardiogenic shock,DISEASE
bicarb,CHEMICAL
hypotension,DISEASE
metabolic disturbance,DISEASE
adrenal insufficiency,DISEASE
Plavix Lipitor,CHEMICAL
carvedilol lisinopril hypotension,CHEMICAL
tumor,DISEASE
malignancy,DISEASE
Hypotensive,DISEASE
dopamine,CHEMICAL
hypotension,DISEASE
carvedilol lisinopril,CHEMICAL
dopamine,CHEMICAL
sinus tachycardia,DISEASE
NSVT,DISEASE
dopamine uptitration carvedilol,CHEMICAL
vessel disease,DISEASE
iliac disease,DISEASE
claudication,DISEASE
malignancy,DISEASE
Hypothyroidism,DISEASE
levothyroxine,CHEMICAL
levothyroxine,CHEMICAL
chest pain bleeding,DISEASE
Toprol,CHEMICAL
Albuterol,CHEMICAL
Clopidogrel,CHEMICAL
Aspirin,CHEMICAL
Atorvastatin Calcium,CHEMICAL
Levothyroxine Sodium,CHEMICAL
Pantoprazole Sodium,CHEMICAL
Quetiapine Fumarate,CHEMICAL
Lisinopril,CHEMICAL
Carvedilol,CHEMICAL
Albuterol,CHEMICAL
shortness breath wheezing,DISEASE
Disposition,CHEMICAL
Myocardial Infarction Malignant peripheral nerve sheath,DISEASE
tumor Hypothyroidism Neurofibromatosis,DISEASE
shock,DISEASE
bleeding,DISEASE
chest pain shortness breath,DISEASE
hypotension,DISEASE
malignancy,DISEASE
Hypothyroidism,DISEASE
Haldol,CHEMICAL
alcohol abuse alcohol,DISEASE
seizures,DISEASE
intracranial abnormalities,DISEASE
ethanol,CHEMICAL
folate thiamine,CHEMICAL
pancreatitis,DISEASE
alcoholism,DISEASE
pancreas appeared swollen Polysubstance abuse,DISEASE
heroin cocaine alcohol alcohol,CHEMICAL
Depression,DISEASE
Diabetes mellitus,DISEASE
Hepatitis,DISEASE
fracture,DISEASE
intoxicated Social History disability,DISEASE
cocaine,CHEMICAL
leukemia,DISEASE
heroin,CHEMICAL
Conj,CHEMICAL
nystagmus,DISEASE
thyromegaly lymphadenopathy,DISEASE
murmurs gallops carotids carotid bruits Abdomen Normal bowel sounds Soft nontender nondistended Liver spleen enlarged Rectal external lesions Normal tone,DISEASE
edema,DISEASE
redness swelling warmth tenderness,DISEASE
major joints Skin lesions bruises rashes,DISEASE
involuntary movements muscle atrophy,DISEASE
tone extremities,DISEASE
Babinski Finger nose heel shin normal Romberg pronator drift,DISEASE
ideations,DISEASE
CREAT,CHEMICAL
cocaine,CHEMICAL
UROBILNGN LEUK,CHEMICAL
intracranial abnormality,DISEASE
fatty infiltration,DISEASE
chronic pancreatitis,DISEASE
pancreatitis,DISEASE
within umbilical hernia,DISEASE
Alcohol,CHEMICAL
Intoxicated,CHEMICAL
seizures,DISEASE
diabetic ketoacidosis,DISEASE
anion ketones,CHEMICAL
alcoholic diabetic ketoacidosis,DISEASE
insulin,CHEMICAL
pancreatitis,DISEASE
Abdominal pain,DISEASE
pancreatitis,DISEASE
Pain,DISEASE
pain,DISEASE
pain,DISEASE
pain,DISEASE
pain,DISEASE
Thrombocytopenia,DISEASE
alcohol,CHEMICAL
cirrhosis,DISEASE
Hand Cellulitis abscess infection,DISEASE
Diabetes mellitus,DISEASE
Lantus,CHEMICAL
Nicotine,CHEMICAL
Thiamine,CHEMICAL
Pantoprazole,CHEMICAL
Ibuprofen,CHEMICAL
Valium,CHEMICAL
anxiety,DISEASE
Glargine,CHEMICAL
Folic Acid,CHEMICAL
Glucose,CHEMICAL
edema,DISEASE
edema,DISEASE
edema,DISEASE
edema,DISEASE
hyperintensity,DISEASE
edema,DISEASE
hemorrhage,DISEASE
edema,DISEASE
edema,DISEASE
lethargy,DISEASE
right sided weakness show increase ventricular size subtotal resection,DISEASE
tumor,DISEASE
Decadron,CHEMICAL
Sodium,CHEMICAL
Hydromorphone,CHEMICAL
Phenytoin Sodium,CHEMICAL
Pantoprazole,CHEMICAL
Dexamethasone,CHEMICAL
Acetaminophen,CHEMICAL
Pain,DISEASE
Disposition,CHEMICAL
infection,DISEASE
pain,DISEASE
pain,DISEASE
constipation,DISEASE
pain,DISEASE
Motrin Aspirin,CHEMICAL
Dilantin Phenytoin,CHEMICAL
seizure,DISEASE
steroid,CHEMICAL
Prilosec Protonix Pepcid,CHEMICAL
steroid,CHEMICAL
tremors seizures,DISEASE
confusion,DISEASE
status numbness tingling weakness,DISEASE
headache,DISEASE
pain,DISEASE
infection,DISEASE
redness,DISEASE
swelling,DISEASE
tenderness,DISEASE
Fever,DISEASE
Penicillins,CHEMICAL
Chest Pain,DISEASE
Illness tobacco abuse pulmonary embolism neurofibromatosis alcohol abuse,DISEASE
STEMI,CHEMICAL
chest pain,DISEASE
nausea diaphoresis,DISEASE
pain,DISEASE
heparin,CHEMICAL
Reopro,CHEMICAL
Plavix,CHEMICAL
acute bleed,DISEASE
dopamine,CHEMICAL
Heparin,CHEMICAL
hematemesis,DISEASE
nausea vomiting,DISEASE
claudication,DISEASE
Hypertension,DISEASE
Pulmonary embolism Malignant nerve sheath tumor,DISEASE
Hypothyroidism Pneumonia Hypercalcemia Alcoholism Schizoaffective disorder,DISEASE
Alcohol,CHEMICAL
Neurofibromatosis,DISEASE
death,DISEASE
neurofibromas,DISEASE
CTAB wheezes rales rhonchi Abdomen Active bowel,CHEMICAL
clubbing cyanosis edema,DISEASE
cocaine,CHEMICAL
INTUBA,CHEMICAL
CREAT,CHEMICAL
Sinus rhythm Ventricular ectopy,DISEASE
ventricular couplets,DISEASE
anterior myocardial infarction,DISEASE
multi vessel disease,DISEASE
femoral disease,DISEASE
dopamine,CHEMICAL
dopamine,CHEMICAL
left ventricular systolic dysfunction,DISEASE
thrombi,DISEASE
aortic regurgitation,DISEASE
aortic valve stenosis mitral valve,DISEASE
mitral regurgitation left ventricular inflow pattern,DISEASE
pericardial effusion,DISEASE
tamponade,DISEASE
hypothyroidism,DISEASE
STEMI,CHEMICAL
hypotension,DISEASE
hypotensive,DISEASE
dopamine,CHEMICAL
levophed,CHEMICAL
hypotension,DISEASE
uptitration pressors,CHEMICAL
sepsis,DISEASE
febrile,DISEASE
cortisol,CHEMICAL
dopamine,CHEMICAL
hypertensive,DISEASE
carvedilol lisinopril,CHEMICAL
hypotension,DISEASE
hypotension,DISEASE
STEMI,CHEMICAL
shock,DISEASE
potassium,CHEMICAL
respiratory alkalosis,DISEASE
metabolic acidemia,DISEASE
cardiogenic shock,DISEASE
bicarb,CHEMICAL
hypotension,DISEASE
metabolic disturbance,DISEASE
adrenal insufficiency,DISEASE
Plavix Lipitor,CHEMICAL
carvedilol lisinopril hypotension,CHEMICAL
tumor,DISEASE
malignancy,DISEASE
Hypotensive,DISEASE
dopamine,CHEMICAL
hypotension,DISEASE
carvedilol lisinopril,CHEMICAL
dopamine,CHEMICAL
sinus tachycardia,DISEASE
NSVT,DISEASE
dopamine uptitration carvedilol,CHEMICAL
vessel disease,DISEASE
iliac disease,DISEASE
claudication,DISEASE
malignancy,DISEASE
Hypothyroidism,DISEASE
levothyroxine,CHEMICAL
levothyroxine,CHEMICAL
chest pain bleeding,DISEASE
Toprol,CHEMICAL
Albuterol,CHEMICAL
Clopidogrel,CHEMICAL
Aspirin,CHEMICAL
Atorvastatin Calcium,CHEMICAL
Levothyroxine Sodium,CHEMICAL
Pantoprazole Sodium,CHEMICAL
Quetiapine Fumarate,CHEMICAL
Lisinopril,CHEMICAL
Carvedilol,CHEMICAL
Albuterol,CHEMICAL
shortness breath wheezing,DISEASE
Disposition,CHEMICAL
Myocardial Infarction Malignant peripheral nerve sheath,DISEASE
tumor Hypothyroidism Neurofibromatosis,DISEASE
shock,DISEASE
bleeding,DISEASE
chest pain shortness breath,DISEASE
hypotension,DISEASE
malignancy,DISEASE
Hypothyroidism,DISEASE
Haldol,CHEMICAL
alcohol abuse alcohol,DISEASE
seizures,DISEASE
intracranial abnormalities,DISEASE
ethanol,CHEMICAL
folate thiamine,CHEMICAL
pancreatitis,DISEASE
alcoholism,DISEASE
pancreas appeared swollen Polysubstance abuse,DISEASE
heroin cocaine alcohol alcohol,CHEMICAL
Depression,DISEASE
Diabetes mellitus,DISEASE
Hepatitis,DISEASE
fracture,DISEASE
intoxicated Social History disability,DISEASE
cocaine,CHEMICAL
leukemia,DISEASE
heroin,CHEMICAL
Conj,CHEMICAL
nystagmus,DISEASE
thyromegaly lymphadenopathy,DISEASE
murmurs gallops carotids carotid bruits Abdomen Normal bowel sounds Soft nontender nondistended Liver spleen enlarged Rectal external lesions Normal tone,DISEASE
edema,DISEASE
redness swelling warmth tenderness,DISEASE
major joints Skin lesions bruises rashes,DISEASE
involuntary movements muscle atrophy,DISEASE
tone extremities,DISEASE
Babinski Finger nose heel shin normal Romberg pronator drift,DISEASE
ideations,DISEASE
CREAT,CHEMICAL
cocaine,CHEMICAL
UROBILNGN LEUK,CHEMICAL
intracranial abnormality,DISEASE
fatty infiltration,DISEASE
chronic pancreatitis,DISEASE
pancreatitis,DISEASE
within umbilical hernia,DISEASE
Alcohol,CHEMICAL
Intoxicated,CHEMICAL
seizures,DISEASE
diabetic ketoacidosis,DISEASE
anion ketones,CHEMICAL
alcoholic diabetic ketoacidosis,DISEASE
insulin,CHEMICAL
pancreatitis,DISEASE
Abdominal pain,DISEASE
pancreatitis,DISEASE
Pain,DISEASE
pain,DISEASE
pain,DISEASE
pain,DISEASE
pain,DISEASE
Thrombocytopenia,DISEASE
alcohol,CHEMICAL
cirrhosis,DISEASE
Hand Cellulitis abscess infection,DISEASE
Diabetes mellitus,DISEASE
Lantus,CHEMICAL
Nicotine,CHEMICAL
Thiamine,CHEMICAL
Pantoprazole,CHEMICAL
Ibuprofen,CHEMICAL
Valium,CHEMICAL
anxiety,DISEASE
Glargine,CHEMICAL
Folic Acid,CHEMICAL
Pantoprazole,CHEMICAL
Nicotine,CHEMICAL
Thiamine,CHEMICAL
Folic Acid,CHEMICAL
Multivitamin,CHEMICAL
Tramadol,CHEMICAL
pain,DISEASE
Cephalexin,CHEMICAL
skin infection,DISEASE
Nicotine,CHEMICAL
Dilaudid,CHEMICAL
pain,DISEASE
Disposition,CHEMICAL
Alcoholic ketoacidosis Alcohol,DISEASE
pancreatitis,DISEASE
Depression,DISEASE
Diabetes mellitus insulin Hepatitis,DISEASE
acidosis,DISEASE
alcohol pancreatitis,DISEASE
pain,DISEASE
pancreatitis,DISEASE
Glargine Lantus,CHEMICAL
Dyspnea,DISEASE
dyspnea,DISEASE
pain,DISEASE
Referred,DISEASE
vessel coronary artery disease,DISEASE
Hypercholesterolemia Diabetes,DISEASE
Anxiety hernia,DISEASE
smoking,CHEMICAL
ETOH,CHEMICAL
CTAB,CHEMICAL
edema,DISEASE
atrial septal defect,DISEASE
dilated Right ventricular systolic function,DISEASE
atheroma,DISEASE
atheroma,DISEASE
thoracic aorta,DISEASE
aortic stenosis,DISEASE
aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
mitral regurgitation,DISEASE
bibasilar atelectasis,DISEASE
pleural effusions small,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
confusion,DISEASE
Atenolol Aspirin,CHEMICAL
Sodium,CHEMICAL
Aspirin,CHEMICAL
Atorvastatin,CHEMICAL
Clopidogrel,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Citalopram,CHEMICAL
Pantoprazole,CHEMICAL
Furosemide,CHEMICAL
Potassium Chloride,CHEMICAL
Disposition,CHEMICAL
Coronary Artery Disease Coronary Artery Bypass,DISEASE
Hypercholesterolemia Diabetes,DISEASE
Anxiety hernia,DISEASE
infection,DISEASE
redness,DISEASE
pain,DISEASE
fever,DISEASE
weight gain,DISEASE
seizure,DISEASE
Cerebral palsy,DISEASE
epilepsy,DISEASE
valium,CHEMICAL
seizure,DISEASE
seizure,DISEASE
valium ativan,CHEMICAL
ceftriaxone,CHEMICAL
epilepsy,DISEASE
diabetes mellitus stroke,DISEASE
left weakness diabetes insipidus nephrogenic origin Social History Lives group home needs assistance with ADLs,DISEASE
CTAB,CHEMICAL
edema,DISEASE
levaquin bactrim pneumonia,CHEMICAL
umbilical hernia,DISEASE
right adnexal cyst Probable fecal impaction,DISEASE
hypotensive,DISEASE
hypotensive,DISEASE
dopamine,CHEMICAL
levaquin lumbar,CHEMICAL
glucose,CHEMICAL
urosepsis,DISEASE
dopamine,CHEMICAL
fluoroquinolone bactrim,CHEMICAL
phenobarbital,CHEMICAL
dilantin,CHEMICAL
dilantin,CHEMICAL
phenobarbital,CHEMICAL
seizures,DISEASE
urinary tract infection,DISEASE
ceftriaxone,CHEMICAL
fecal impaction constipation,DISEASE
enemas,CHEMICAL
lactulose,CHEMICAL
seizures,DISEASE
infection,DISEASE
cefpodoxime,CHEMICAL
Nystatin Miralax,CHEMICAL
Phenytoin,CHEMICAL
desmopressin,CHEMICAL
Sodium,CHEMICAL
Desmopressin,CHEMICAL
Bisacodyl,CHEMICAL
constipation,DISEASE
Suppository,CHEMICAL
Lactulose Syrup,CHEMICAL
constipation Mephobarbital,DISEASE
Dilantin,CHEMICAL
Dilantin,CHEMICAL
Dilantin,CHEMICAL
Cefpodoxime,CHEMICAL
Beclomethasone,CHEMICAL
Humulin,CHEMICAL
Nasacort,CHEMICAL
Seizure,DISEASE
Afebrile,DISEASE
seizure,DISEASE
seizure,DISEASE
urinary tract infection,DISEASE
dilantin,CHEMICAL
urinary tract infection,DISEASE
fever hypothermia seizures,DISEASE
urinary retention,DISEASE
hypernatremia,DISEASE
phenytoin phenobarbital,CHEMICAL
Fever,DISEASE
AIDS,DISEASE
meningitis,DISEASE
complaint fever,DISEASE
pain,DISEASE
tylenol,CHEMICAL
photophobia neck stiffness,DISEASE
chills,DISEASE
glucose,CHEMICAL
hypotension,DISEASE
Vanco,CHEMICAL
lactate,CHEMICAL
AIDS,DISEASE
hepatitis hepatitis pancytopenia,DISEASE
menigitis,DISEASE
menigitis,DISEASE
sepsis,DISEASE
chlamydia molluscum herpes oral candidiasis,DISEASE
alcohol,CHEMICAL
sclerae,DISEASE
icterus flat neck veins,DISEASE
CTAB,CHEMICAL
peripheral edema,DISEASE
chronic venous stasis,DISEASE
POLYS,CHEMICAL
UROBILNGN LEUK,CHEMICAL
CREAT,CHEMICAL
AIDS,DISEASE
bacterial meningitis,DISEASE
septic shock,DISEASE
hyponatremia,DISEASE
metabolic acidosis anemia,DISEASE
Shock,DISEASE
SIRS,DISEASE
infection,DISEASE
hypotension,DISEASE
lactate,CHEMICAL
Vanco,CHEMICAL
vanco,CHEMICAL
cefpodoxime,CHEMICAL
bacteremia Hyponatremia,DISEASE
hypovolemia,DISEASE
infection,DISEASE
sodium,CHEMICAL
liver disease,DISEASE
infection,DISEASE
hypovolemic,DISEASE
prerenal Creatinine,DISEASE
Anemia,DISEASE
hepatitis,DISEASE
metabolic acidosis,DISEASE
sepsis,DISEASE
infection,DISEASE
Hepatitis,DISEASE
DISPO,CHEMICAL
ABACAVIR,CHEMICAL
sore,DISEASE
LAMIVUDINE,CHEMICAL
